"","gene_id","gene_type","logFC","AveExpr"
"12283","TNK2","protein_coding",-0.0132885891031124,5.857385122028719
"9213","UBE2F","protein_coding",-0.0326616644218153,4.9074170926947005
"17410","CTB-178M22.2","antisense",-0.0308260004594502,4.54243855790492
"11128","KLF15","protein_coding",0.00969321936156363,2.71691363211462
"5278","OR2M3","protein_coding",0.0182233859385274,5.74518067866184
"1677","HSPB11","protein_coding",-0.0313496020133831,5.68418470438882
"17363","GABRA1","protein_coding",0.0367545022267221,6.1246774654276
"16765","C5orf24","protein_coding",-0.0168197325353825,3.58277469314423
"9568","DPH3","protein_coding",-0.0318052015091622,3.2378539092992202
"12839","RP11-292B1.2","lincRNA",-0.0212327213314895,5.33460322193954
"12332","NCBP2","protein_coding",0.00773578860446352,0.14138123307081601
"16168","CTC-467M3.1","antisense",0.00911151373517147,3.65375155383559
"15818","Unknown","TEC",-0.0192679956720966,3.9825651407877203
"2562","DRAM2","protein_coding",-0.0398623868378571,4.55626548885695
"28","CICP7","processed_pseudogene",0.0141651716258159,5.0140073228427005
"13472","RP11-123J14.1","processed_pseudogene",-0.0490192959182374,6.3082175207893005
"18859","SNORA8","snoRNA",-0.0311249372627155,6.69729980581972
"11632","RP11-439C8.2","lincRNA",-0.0371149354869627,4.92158934807079
"7792","Unknown","misc_RNA",-0.0392136139179453,6.15183893520519
"12547","Unknown","TEC",-0.00702057500957838,3.20090906069625
"4940","EXOC8","protein_coding",-0.0198633687529363,2.34876701804432
"18109","RP1-209A6.1","lincRNA",0.006455864662020421,-1.39682432258018
"15683","CTD-2037L6.2","lincRNA",0.0073786961008553,2.02628850477006
"3496","OR6K5P","unprocessed_pseudogene",-0.0441896042273134,5.91058373228787
"9101","AC068134.6","lincRNA",-0.0067831774023863105,1.7492538107346498
"15559","RP11-317O24.3","processed_pseudogene",-0.00643700382472026,-1.40593386969586
"18006","RANBP9","protein_coding",-0.00691670226217833,2.0611951656691203
"4597","RP11-323I1.1","lincRNA",-0.039557190105019,7.405150750402809
"9163","RP11-309M7.1","lincRNA",0.015795148446948997,3.8353741482370003
"2588","RAP1A","protein_coding",-0.025967994811012,6.970887489093161
"13231","RNU6-191P","snRNA",-0.0311209382628987,3.7257427282398905
"4827","WNT3A","protein_coding",-0.0217858279531503,5.3273550563654295
"14576","SCGB1D5P","processed_pseudogene",0.0399528755440324,5.413876223289289
"16348","EIF3KP1","processed_pseudogene",0.0397419264363447,3.23898212736656
"18557","LTB","protein_coding",0.0195032876646007,6.99299871594937
"96","CPSF3L","protein_coding",0.0455829242438019,5.30107533945391
"14281","HSPD1P5","processed_pseudogene",-0.0433953169169182,5.65290852939281
"14934","Unknown","miRNA",-0.0482565356508304,6.50096039657788
"13556","THAP9-AS1","antisense",-0.0133974741636979,6.60847967225345
"15056","CTD-2215L10.1","antisense",-0.032002274467474,4.21027800445917
"13867","CDC42P4","processed_pseudogene",-0.0231125723664169,2.5492920459234703
"17392","CTC-425K20.1","processed_pseudogene",-0.0452782654123547,4.291922185633999
"12665","RP11-136I13.2","processed_pseudogene",0.0092249256166177,1.64107033987708
"419","TNFRSF1B","protein_coding",0.0202338958790129,3.6778682225773704
"11478","RP11-88H10.3","lincRNA",0.0171187075065023,5.27300940271866
"18309","ZNF192P1","transcribed_unprocessed_pseudogene",0.0474012355619222,4.4192210847077105
"18200","RP1-34B20.4","processed_pseudogene",-0.0212766095436323,-0.10914457027791001
"3836","Y_RNA","misc_RNA",0.0106055603055847,7.60615621165112
"8761","AC012668.1","lincRNA",-0.0427050950574489,3.78625400282611
"5618","Unknown","processed_pseudogene",0.0269404713289687,0.501502357261606
"17945","RP1-290I10.7","lincRNA",0.0121429368521273,-0.155483350234167
"13917","TOX4P1","processed_pseudogene",0.0172882762917325,-0.135065843235348
"12601","USP17L13","protein_coding",-0.0368801603424215,6.87154915733469
"18214","Unknown","protein_coding",-0.0141335928660085,3.66073734299425
"15751","FAM159B","protein_coding",-0.0430500107303766,6.572732342626469
"14987","ADAMTS16","protein_coding",-0.008419283765505721,4.07264813223916
"9296","RP11-367H1.1","lincRNA",-0.0135457624354071,5.2382153147510495
"3577","CD48","protein_coding",0.0304092890266646,4.25936699128996
"18045","RP1-151F17.1","antisense",0.00994361712248383,0.0620455260449287
"2779","RP6-206I17.1","transcribed_unprocessed_pseudogene",-0.0314830400775274,5.27005160253457
"17334","Unknown","lincRNA",0.00959014499634015,2.67634422730158
"18293","RPLP2P1","processed_pseudogene",-0.0417685693663474,6.789284602629469
"3417","GPATCH4","protein_coding",-0.00963623241355469,2.18697722372405
"5486","ATP6V1C2","protein_coding",0.0167905365735236,0.32704559766733604
"17561","KIAA1191","protein_coding",0.0447818645789562,3.93527097713824
"11893","RP11-432A8.2","processed_pseudogene",0.0237193347151816,3.69224026014269
"18106","PRL","protein_coding",0.03487768585149,3.79989681924241
"5995","AC025750.7","processed_pseudogene",-0.0386252185196945,4.07705858161403
"9872","RP11-528N21.1","lincRNA",-0.0410509386885605,3.91462783392982
"15428","RP11-648M2.2","processed_pseudogene",-0.00981706236464922,0.21508159814326602
"1990","LHX8","protein_coding",-0.045004126725627994,3.7933230661777904
"11666","LINC00886","lincRNA",0.0244617995225605,4.3157687552640995
"1842","ROR1","protein_coding",-0.0296760892337114,7.07002033371019
"12072","POLR2H","protein_coding",-0.023260808098542998,7.32633990482291
"3271","CREB3L4","protein_coding",0.0414483638786121,6.934337629906699
"18049","RP1-273P12.1","processed_pseudogene",0.0132278040814076,1.2014824680063998
"7631","AC073869.20","processed_pseudogene",0.0184121488198028,1.90709115669449
"15743","RP11-158J3.2","sense_overlapping",0.00696410868674358,-0.8451775607877241
"16105","COQ10BP2","processed_pseudogene",-0.006621341818803779,1.6524053233357099
"9064","AC017104.4","processed_pseudogene",-0.0352301413304684,2.9058757175900203
"1241","HSPE1P8","processed_pseudogene",-0.0167192881497846,6.83060530486808
"17318","RP11-542A14.2","lincRNA",-0.0229726751386023,4.88369286965472
"6299","AC007098.1","antisense",-0.0171890853568827,0.8289776431781091
"19004","RP11-344J7.2","lincRNA",0.0424751583355468,5.24742241079196
"959","Unknown","snoRNA",0.0418091793914957,3.82863685855755
"11555","snoU13","lincRNA",0.00651403102995064,0.6639696572269809
"17327","CTB-11I22.2","lincRNA",-0.0217966935517114,5.7001327841034195
"5178","RP11-290P14.2","processed_pseudogene",0.0296136601275194,4.680747041156991
"16952","PCDHA8","protein_coding",-0.0355494997964455,3.4305546199188703
"8034","RNU7-148P","snRNA",-0.0266613720610114,8.266699630765169
"16693","IL5","protein_coding",0.0108313658539982,5.745916185494719
"16577","KRT18P16","processed_pseudogene",-0.0138760089275393,1.36391904947747
"18580","LY6G6E","protein_coding",-0.0359446446212492,1.5349666736084
"364","CFL1P6","processed_pseudogene",-0.0464439174786833,3.5122303648975497
"17605","Unknown","TEC",-0.0326552068033235,3.25183686425933
"1338","RP5-994D16.3","lincRNA",-0.0232389786235525,3.32481657108244
"7723","YWHAEP5","processed_pseudogene",-0.0362762342422428,5.78871398725654
"4089","FTH1P25","processed_pseudogene",-0.0108119784709007,1.82552881043444
"1735","PPAP2B","protein_coding",-0.0291673673333653,3.30852793851169
"18232","ZNF322","protein_coding",-0.0138359193969281,4.18725903930255
"4621","RP11-22M7.2","antisense",-0.0170734289914003,1.8750936808005902
"17971","ERVFRD-1","protein_coding",0.0123746889174412,1.7417704704567798
"14149","PES1P1","processed_pseudogene",0.0210449580297952,3.13011771254332
"15857","SERF1A","protein_coding",0.0062342438563455106,-1.15754348367266
"16316","MTND5P10","processed_pseudogene",-0.0359117229776152,3.90428259041403
"3955","Unknown","bidirectional_promoter_lncRNA",-0.0335146549493118,7.13206786635017
"17574","Y_RNA","misc_RNA",0.0266549451799841,1.50490323266125
"9702","AC116035.2","lincRNA",-0.0312839223543452,2.6039574223647404
"7142","AC010884.1","antisense",0.0072216120506350704,-0.0234128573778951
"1967","Unknown","TEC",0.0302269242001004,1.56077651752969
"16385","RP11-47F1.1","processed_pseudogene",-0.0248866668609246,0.19802612031067002
"11643","Metazoa_SRP","misc_RNA",0.00951251023663315,1.15822049626129
"13913","RP11-73K9.3","lincRNA",-0.0100330530664768,8.05662793173494
"361","RP4-734G22.3","antisense",-0.0392630691418595,4.78546653180736
"3456","FCRL3","protein_coding",-0.00928839899917637,5.96259335351552
"7279","Unknown","TEC",0.0511796157640634,4.84919887908811
"18346","RN7SL471P","misc_RNA",0.033141108480226,7.0165813586632195
"17307","MARK2P11","unprocessed_pseudogene",0.0116587964640565,-0.5019651887954419
"1219","Unknown","processed_pseudogene",-0.0145963331272818,5.5316824616387406
"342","RP11-496H15.2","processed_pseudogene",-0.0495870768376095,4.3302937071546
"16826","HNRNPA0","protein_coding",0.0114850177334107,2.42787252977068
"5641","AC099799.1","processed_pseudogene",0.0403138094179728,8.327239358163942
"5492","RP11-245G13.1","processed_pseudogene",-0.036266874542596,6.3915414881322405
"16380","LINC01023","lincRNA",-0.0512211218517121,4.82817642050761
"6442","TIA1","protein_coding",-0.0178043973399903,5.415556700512309
"8887","DNPEP","protein_coding",0.0279524964723384,3.29827189907895
"11519","HLTF","protein_coding",-0.0437769725190447,5.2174277404373
"7917","UPP2","protein_coding",-0.0255077595479969,5.27236623696621
"12748","RP11-608B3.1","lincRNA",-0.0392755443009099,5.58785685270688
"14382","RP11-73G16.3","lincRNA",-0.0416002997101187,6.09270016005386
"10305","CACNA2D3","protein_coding",0.0168133007124061,3.4964932112089997
"17024","PCDHGC3","protein_coding",-0.0425457867489943,5.101155492695
"15024","ADCY2","protein_coding",-0.0318860059213754,8.68042770140379
"4825","CICP26","unprocessed_pseudogene",-0.036233693518074,4.45830841660838
"15684","PGAM1P1","processed_pseudogene",-0.00616842903152797,1.7345961721215502
"17900","RP11-556O15.1","lincRNA",-0.0404293707491108,3.5821084178329503
"12240","AC108676.1","sense_overlapping",0.00855839994034179,0.85542476665657
"12962","RNU6-836P","snRNA",-0.0122163927668763,5.27939148033784
"8886","AC053503.2","unprocessed_pseudogene",-0.0291220636099881,5.9807594857039295
"13108","LNX1-AS1","antisense",-0.006263653608022279,2.50162067541287
"18807","RN7SL502P","misc_RNA",0.00998782268743153,0.8068188282871801
"17214","CTB-23I7.3","processed_pseudogene",-0.0296227976562156,3.88430436345752
"673","MIR1256","miRNA",-0.025954429665106003,1.73455922230746
"15917","ARHGEF28","protein_coding",-0.0292167779211172,3.9161126391880203
"1414","RNU6-369P","snRNA",-0.00916596350699103,0.136530824300964
"11178","RPN1","protein_coding",-0.0223609926538721,3.5055556112189104
"12513","NSG1","protein_coding",-0.0388464311648016,2.08949009144004
"1276","ZMPSTE24","protein_coding",-0.00617440151002599,4.72949687128439
"18666","TAP2","protein_coding",-0.00860391990600249,3.41880534170914
"3535","RP11-190A12.7","protein_coding",0.00824909917806384,-0.64255981968697
"16263","ERAP1","protein_coding",-0.0184162961889821,6.41860469138839
"1779","PGBD4P8","processed_pseudogene",-0.0279199334498494,2.9563454284322703
"9941","Unknown","TEC",-0.007657130179998809,1.51471881963693
"8729","AC105921.5","processed_pseudogene",-0.0312126253476509,4.24252756109106
"9825","Y_RNA","misc_RNA",0.0265470239092433,2.5619223132782003
"13030","RP11-731J8.2","sense_overlapping",-0.0336962175009941,7.17249299949437
"10875","RP11-757F18.5","antisense",0.0291278210067772,3.95167369949111
"15928","CTC-419K13.1","lincRNA",-0.0323515741297195,7.7673202383560005
"17226","CTB-113P19.3","antisense",-0.0105673176992517,3.1275187941731297
"5174","RP11-156E8.1","antisense",0.0206720165086858,3.73578748322891
"1897","IL12RB2","protein_coding",-0.0220291021299328,6.32619798252493
"1108","RP4-657M3.2","processed_pseudogene",0.0226964934484505,1.29482811162131
"6459","CD207","protein_coding",0.0147245634129928,1.75530848529235
"7044","TSGA10","protein_coding",-0.0496117435899319,4.08334865859056
"14949","CTD-2194D22.3","antisense",0.0136854616304198,1.46435250795275
"16382","CTC-329H14.1","processed_pseudogene",-0.0191737654834472,3.7080625011999797
"15693","CTD-2176I21.2","antisense",0.0245517372666343,2.15841383135992
"14295","SMAD1-AS1","antisense",0.0252519908956243,1.9916056228063301
"12006","RP11-139K4.1","lincRNA",0.0422315528428409,7.76792878530154
"12027","SNORA81","snoRNA",0.0210395400319494,6.54920810285503
"1572","CDKN2C","protein_coding",0.0520116733957858,6.62215078239475
"16846","FAM53C","protein_coding",-0.0293665501886777,6.02672973545898
"5010","MIR4753","miRNA",-0.0138271704998806,2.11270097389928
"14456","MTND2P33","unprocessed_pseudogene",-0.041148677119367996,5.57790692035396
"16467","CTB-161J7.2","processed_pseudogene",0.0418076733420565,5.86818229798355
"2249","RPL5","protein_coding",-0.0378996558366406,6.683232995822201
"8622","AC007679.4","processed_pseudogene",0.008301602571212421,1.68165051370274
"13364","IGJ","protein_coding",0.0134375116766473,8.8369581283701
"14573","CPE","protein_coding",-0.0190009377471364,4.26655724200702
"10861","ATP6V0CP2","processed_pseudogene",-0.0337073555863852,4.64741291644392
"16488","RNU6-644P","snRNA",-0.00986964163486621,5.915643099778629
"4659","RPS15AP12","processed_pseudogene",-0.0360918821778491,7.12947979941723
"6595","RP11-335E8.1","processed_pseudogene",-0.0102142327654189,2.6052580828139
"17718","OR2Y1","protein_coding",-0.03366540606917,5.62008816554769
"6949","AC009237.13","processed_pseudogene",-0.00639566756832554,-1.32049350832887
"10040","RP11-708J19.2","transcribed_processed_pseudogene",-0.0317898564563623,5.63987163466765
"5905","RNU6-577P","snRNA",0.0135880331366145,7.466046217089809
"9773","NBPF21P","unprocessed_pseudogene",0.0462198145207478,6.805181282671009
"13935","RPL7AP30","processed_pseudogene",-0.0137488614145013,1.5015795938714098
"15052","RP11-315A16.1","lincRNA",0.0205184003160696,2.21917435041567
"2252","SNORA66","snoRNA",-0.0134393319723544,8.55427236797167
"16287","RP11-274E7.1","processed_pseudogene",0.0092057655665572,2.50280234067146
"2879","RP11-289I10.3","processed_pseudogene",0.0380019181680896,3.72264229612472
"6306","WDPCP","protein_coding",-0.0068858957862285,3.35511625549782
"3670","RP11-331H2.3","processed_pseudogene",0.0208025544930736,0.638110480534396
"18174","HIST1H1A","protein_coding",0.009133321863967809,-1.66555986924669
"107","RP4-758J18.2","processed_transcript",0.00610043540806708,0.8241560693941751
"15071","Unknown","TEC",-0.0432963350813691,6.2921816854838095
"7871","AC009969.1","processed_pseudogene",-0.005998888008471761,-0.8084132115777929
"11156","Unknown","miRNA",-0.00756921259814571,4.30848451620514
"3635","FCGR3B","protein_coding",0.0355588539373799,5.85819712828819
"17115","JAKMIP2","protein_coding",-0.011438225050078002,0.136906412862676
"14184","RP11-733C7.1","lincRNA",0.00628395863941634,0.904538481142973
"13860","AC004051.2","lincRNA",0.0173790840442488,3.3827520398947
"1304","RP11-348A7.1","unprocessed_pseudogene",0.0136020032656686,3.3489212952394105
"5212","RP11-551G24.3","processed_pseudogene",-0.0133456967977764,-0.29239656293092303
"17991","RN7SKP293","misc_RNA",-0.0265943372912016,6.18238672682672
"12980","DCAF4L1","protein_coding",-0.0071240524950069795,4.56352578407101
"7330","IL1F10","protein_coding",0.0223146328600387,4.595793231922549
"6689","VAMP8","protein_coding",-0.0405055397305689,5.9187599764110495
"343","PGAM1P11","processed_pseudogene",0.00995644802307491,-0.532531359218775
"6457","CLEC4F","protein_coding",-0.00606758249368186,0.7864803448197409
"16830","MYOT","protein_coding",-0.0139991491066329,4.265158881150731
"9783","PRADC1P1","processed_pseudogene",-0.00910425686686322,-0.18178266162614004
"13944","Unknown","miRNA",-0.0402642979237943,4.67543086070449
"14191","RP11-98O2.1","lincRNA",-0.0488487868121949,5.99593905571522
"3774","MIR557","miRNA",-0.0321231156991697,5.955603009877371
"1758","RP4-592A1.2","processed_pseudogene",0.006654663419696129,5.87783303444548
"3694","RNU6-755P","snRNA",-0.0348162151226659,3.85130770068299
"7494","WDR33","protein_coding",-0.00610377181360207,-1.19224991292669
"16668","AC034228.4","antisense",-0.0064220153945411295,1.28475135666116
"14607","SH3RF1","protein_coding",0.0289391878202431,3.881063049563
"17124","SPINK14","protein_coding",0.00754069889655865,0.5109054611736931
"5732","AC013472.4","antisense",-0.0239796243911529,2.93014939453313
"9981","LIMD1-AS1","bidirectional_promoter_lncRNA",-0.0263888089244826,6.249433675343179
"13884","RP11-115A14.1","processed_pseudogene",0.021509320350818,2.18854346540296
"18663","HLA-DQB2","protein_coding",0.0345877509155972,4.70981409325108
"17886","MIR5683","miRNA",0.0424396996488731,4.4363388835072595
"10284","SFMBT1","protein_coding",0.0285803180658681,7.47537179828751
"8171","EVX2","protein_coding",-0.0107173875814497,2.12146611856679
"2278","CHCHD2P5","processed_pseudogene",0.0237155072102212,7.48733648304788
"12567","ABLIM2","protein_coding",-0.0320292919464933,6.76241207182891
"18150","RP11-191A15.4","processed_pseudogene",-0.0461609651764784,2.99753436576173
"10653","RNU6-511P","snRNA",-0.0358900810534749,6.122003211193871
"5637","AC018742.1","lincRNA",-0.008473605420141691,1.7251799500153402
"8384","AC067945.3","processed_pseudogene",-0.0182306330319462,2.66567421408421
"6112","PPP1R21","protein_coding",-0.0241882379002008,1.33687379937501
"15042","RP11-417J1.1","lincRNA",0.0140874483754657,8.38480678950611
"9919","KRBOX1","protein_coding",0.0274164206489383,3.67754871225214
"7839","AC007364.1","lincRNA",0.00610590610185696,-1.40595660605457
"6756","AC108479.2","processed_pseudogene",0.0193617833073352,5.20573306755003
"11350","RP11-575C1.1","processed_pseudogene",-0.0130716183430911,1.32131726424537
"8178","HOXD8","protein_coding",-0.00838923269248805,4.517529944921559
"15600","RN7SL801P","misc_RNA",-0.006086221191220971,2.6617993477878197
"4617","KCTD3","protein_coding",-0.023040446189425003,6.00506259530798
"18768","SCUBE3","protein_coding",-0.005930835833137279,1.4014408178977502
"3466","KIRREL-IT1","sense_intronic",0.015563419100193002,0.559721583682232
"7888","AC061961.2","antisense",0.0071767775584080295,-1.3809152305452799
"7326","AC016724.6","processed_pseudogene",-0.0096166791705457,2.1483015416650804
"16937","HARS2","protein_coding",0.0060692787112488706,-0.42838196601114503
"12535","RP11-586D19.1","transcribed_unprocessed_pseudogene",0.0058612172994111,1.4234412438291002
"6616","AC011754.1","sense_overlapping",0.00832205570518418,1.51773942769088
"17104","CTB-99A3.1","antisense",0.00856900045974574,8.93635196907698
"3545","SLAMF9","protein_coding",-0.0345192856048006,2.81302667352297
"16928","RP11-515C16.1","processed_pseudogene",-0.008422996904066721,1.51039346196793
"17777","RP11-532F6.5","lincRNA",-0.0159007387813911,3.30342712647464
"8846","RP11-459I19.1","lincRNA",-0.0487117863120468,5.35205861972596
"16039","MTX3","protein_coding",0.0131837589078472,6.7096851364922205
"11761","SI","protein_coding",-0.0308288224548465,5.638783471147129
"12804","RNU7-126P","snRNA",0.024115301887232998,6.49137135320076
"5365","AC019118.4","lincRNA",-0.0304852690192688,7.70107332341694
"15847","CDH12P3","unprocessed_pseudogene",0.0215493594310592,7.098343431772681
"15827","Unknown","protein_coding",0.0285822287858326,3.09690277244689
"14685","RP11-87F15.2","antisense",-0.00585437060749546,1.04255448635316
"8963","CUL3","protein_coding",-0.00838220897385733,-0.35831148562837706
"16177","MIR3660","miRNA",-0.0144030048946255,2.8274268749787996
"16351","CTC-503K11.2","antisense",-0.0187005242071228,5.23266505142174
"15909","RP11-79P5.2","lincRNA",-0.006724025390007779,1.4178616707893201
"2482","TAF13","protein_coding",0.0487003444389411,6.91196136526606
"7536","POTEF","protein_coding",-0.027565596595774,1.16177914387922
"9032","Unknown","TEC",-0.0242411545116829,9.60004781262593
"10328","SPATA12","protein_coding",0.0389074302861471,6.184471382702791
"16402","MIR548F3","miRNA",0.0412041215187019,2.5515858043441
"9418","TADA3","protein_coding",0.0341409472622307,3.0400172679306903
"4347","NPM1P40","processed_pseudogene",-0.0210967798436871,7.91184231271402
"5301","Unknown","protein_coding",0.0160175350003762,3.53609378864402
"11096","OSBPL11","protein_coding",-0.0147442583395425,3.75955969131374
"16206","CTC-529L17.2","lincRNA",-0.039695219645193,4.981900836616799
"16157","TMEM161B","protein_coding",-0.00923229783965226,6.68676150927002
"16635","KDELC1P1","processed_pseudogene",-0.009967559420136241,0.176852429852066
"18072","MIR548A1","miRNA",0.00996092535268035,1.41734179283194
"8432","HECW2","protein_coding",0.0190704954016436,2.3694066689216204
"3704","MGST3","protein_coding",-0.0405590911680358,3.46771664926803
"348","RN7SL731P","misc_RNA",0.013838399013788,8.55964193648537
"1139","TFAP2E","protein_coding",-0.0378998867951112,2.07798785586483
"16658","LYRM7","protein_coding",-0.041665645078732,4.2325734880116705
"12909","FAM114A1","protein_coding",0.0265005840082998,7.630104978651401
"17053","FGF1","protein_coding",-0.0134168193561025,1.99159592781694
"6844","IGKV2D-29","IG_V_gene",0.00600907299738455,6.005213673852169
"6416","RNA5SP96","rRNA_pseudogene",0.0286952428395752,0.8466100073157701
"14077","RP11-399F2.2","lincRNA",-0.0429315242034799,1.9834561436176001
"13630","RNU1-36P","snRNA",0.0179032775322104,1.8247953621251598
"11261","RNU6-726P","snRNA",0.0135483692321284,1.2351905578642
"1536","Unknown","TEC",0.0074795179240708595,0.9425811812218291
"871","PIGV","protein_coding",-0.0351276623907094,6.89252493970368
"10464","TMF1","protein_coding",-0.0432031492943391,6.3780627077900895
"3423","RP11-284F21.7","antisense",-0.0300982854708076,8.442401167111289
"10250","BAP1","protein_coding",-0.0418566459750846,7.31274968329193
"15027","MTRR","protein_coding",-0.0480545451298875,4.66282079490547
"4502","RP11-385M4.2","processed_pseudogene",0.0410074540986192,7.06999144484426
"5715","PPIL1P1","processed_pseudogene",0.0129745915109027,5.10777073972006
"12448","NAT8L","protein_coding",0.010079646322824,2.50827679767826
"15408","RNA5SP181","rRNA_pseudogene",-0.00654161492035057,0.750857829626587
"6464","AC007040.11","protein_coding",-0.037202593374524,3.0179936390315403
"3533","FCRL6","protein_coding",0.0245223167102605,5.8294164757262505
"14264","RP11-481K16.2","transcribed_processed_pseudogene",-0.022664764649615005,2.6561941672871097
"977","RP11-242O24.3","lincRNA",-0.0229989265241292,9.34058655650781
"7289","AC093166.2","processed_pseudogene",0.0220263990935187,0.734643133013583
"8717","ACADL","protein_coding",-0.0109721955971665,4.84113169720593
"8775","Unknown","TEC",-0.0348471344041352,6.29992419058897
"16136","CTC-261N6.1","lincRNA",0.00836506549336914,5.65010870628047
"13578","RP11-8L2.1","processed_transcript",-0.005742712004638471,-1.1088116211260601
"4062","NMNAT2","protein_coding",-0.0391558746173435,7.51254171360121
"15278","CTD-2533K21.1","processed_pseudogene",-0.0109319246655363,1.00909988847726
"5625","C2orf43","protein_coding",-0.0373087887249829,5.784785903650709
"360","CASZ1","protein_coding",0.014575876570523002,2.88343815365893
"141","TMEM52","protein_coding",0.0099980708805849,8.03692291811675
"3707","RP11-466F5.3","processed_pseudogene",0.00590632176353196,-1.2018648866524901
"8814","CXCR2","protein_coding",-0.0316620013033041,4.924190341779781
"17467","EFCAB9","protein_coding",-0.0411634122805694,5.580107215454639
"9210","RBM44","protein_coding",-0.0549863938131515,5.801443344036009
"2927","Unknown","snRNA",-0.0396820233643198,2.7973469897274397
"3909","RABGAP1L-IT1","sense_intronic",-0.0100750973248528,2.73182261288324
"7321","AC079753.4","processed_pseudogene",-0.0370895443441288,4.12615359810302
"15274","RNU4-43P","snRNA",0.0102254187457733,2.49557786624765
"18610","CFB","protein_coding",-0.00885691585617656,0.401309667896819
"4751","AKR1B1P1","processed_pseudogene",0.0234894159226017,9.2829638404099
"7250","Unknown","unprocessed_pseudogene",-0.0124283615664677,3.2453163550279
"8415","Unknown","misc_RNA",0.00654431785939634,3.89095349991458
"13517","ANTXR2","protein_coding",-0.007057918823186829,1.9338694819222302
"1076","FNDC5","protein_coding",0.00643144928076955,-0.8886673218156171
"2348","RP5-896L10.1","antisense",-0.043402182245339,3.85353924287555
"1364","RNA5SP46","rRNA_pseudogene",0.0226691944563949,2.9511019656609303
"3269","Unknown","antisense",0.031698804552968994,6.87541437127679
"18273","HIST1H2AI","protein_coding",0.006122557878407179,1.79587051071419
"15949","HMGCR","protein_coding",0.0483083025385649,3.11224174688322
"12152","RTP2","protein_coding",-0.0345561007285919,5.910589578390019
"10556","RP11-413E6.1","transcribed_processed_pseudogene",0.0209477077303477,1.4800977461623401
"13356","CABS1","protein_coding",-0.049724905362037004,7.23255828200062
"12975","HMGB1P28","processed_pseudogene",-0.0261313417605669,8.296038606948219
"3941","BRINP2","protein_coding",0.0247013195357015,1.2272344841131002
"15637","DDX4","protein_coding",0.0134904923321492,10.215207948427802
"3974","EIF4A1P11","processed_pseudogene",0.0190138228380806,1.2970598065525802
"11787","HMGN1P8","processed_pseudogene",-0.00880589471988424,6.37776943614272
"7200","SULT1C2P1","transcribed_unprocessed_pseudogene",-0.0466465104565203,3.5752336923551296
"9123","NEU2","protein_coding",0.012600756228321998,2.34375471103869
"13333","RP11-790I12.2","processed_pseudogene",0.00566099173328159,2.85919651269951
"16568","Unknown","misc_RNA",-0.0194365385144696,3.2231442257306404
"17552","Unknown","protein_coding",-0.0185057574036066,5.6840494691107795
"15300","Unknown","processed_pseudogene",-0.0359004576553766,5.85494172022784
"8685","CRYGD","protein_coding",-0.0108357635894267,5.5827176844871405
"4400","RP11-536L3.4","processed_pseudogene",0.0389031555334131,1.6013289749914599
"16016","CTD-2073O6.1","processed_pseudogene",0.006582995859984521,5.91354779982064
"18736","Unknown","miRNA",-0.0337227408902727,3.3706595498591603
"17384","CTD-2313P7.1","lincRNA",0.0156615210735894,9.82716050254951
"14060","CTB-51E13.1","processed_pseudogene",0.0436638268244483,3.93871249757044
"10045","RP11-395P16.1","processed_pseudogene",-0.0174335354998584,6.120992273660169
"16456","TRIM36","protein_coding",0.00881790323745707,8.45964586273283
"13991","CICP16","processed_pseudogene",-0.0215513659732281,0.749634028162846
"12979","TMEM33","protein_coding",0.025141314775535,2.34003923778094
"5063","Unknown","processed_pseudogene",-0.00857711775309868,-0.298916966545508
"15451","CTD-2127H9.1","lincRNA",0.0140887548576139,2.182510901085
"16024","CTC-422A18.1","processed_pseudogene",0.0396626641869299,4.09450470158498
"4421","Unknown","misc_RNA",-0.0214835683688875,6.49875458787755
"15001","CTD-2195M18.2","processed_pseudogene",0.0131123923575076,1.3006671308043898
"17880","RP1-182O16.2","processed_pseudogene",0.0183293187858223,2.42120748510262
"12301","AC069257.8","antisense",-0.0194347848374783,6.7338934214931205
"16552","ZNF474","protein_coding",-0.0377320507871962,5.03528517811541
"2590","KRT18P57","processed_pseudogene",-0.00806126509209927,-0.5574568290801939
"7862","AC079790.2","antisense",-0.0259407651522878,7.08083885897493
"12559","RN7SKP36","misc_RNA",-0.0306569783610533,6.03414025305543
"7230","LIMS3","protein_coding",-0.005777681403180771,3.8666266066896804
"447","Unknown","unprocessed_pseudogene",-0.0399015998203348,4.861127442195981
"5994","Unknown","misc_RNA",0.0126037000234399,1.2373381459433799
"3388","UBQLN4","protein_coding",0.0172146627219639,4.840479625257929
"4964","PCNXL2","protein_coding",-0.0131430292464279,0.8593275499477779
"9543","RPS3AP53","processed_pseudogene",0.00953953751078913,2.96017686565456
"11127","RP11-71E19.2","lincRNA",-0.00626115823379364,-0.136206231455724
"1077","HPCA","protein_coding",-0.0117376451105016,1.34821911553044
"15689","CTD-2117L12.1","lincRNA",-0.018253412076234,7.15100399089088
"16945","Unknown","antisense",-0.0202388180912333,2.74461666301949
"17199","ZNF300P1","transcribed_unprocessed_pseudogene",-0.007510947625804741,3.5833364562092997
"18952","CNPY3","protein_coding",0.00554051795508868,-0.8288528668415409
"14823","RP11-308K2.1","lincRNA",-0.0463201666638155,4.14209567413943
"990","RP3-357I16.1","processed_pseudogene",-0.0127216211644624,4.45516061093528
